tmdbId,keywords_list
14675,new york|remarriage|neighbor|new york city|divorce|dog|heiress|screwball comedy
57447,giallo|art restoration
42695,sex|meditation|revolution|nudity|politics|student
29912,crucifixion|ancient rome
28881,boat|sailing|australia|experimental film|team|race
10782,drug addiction|military court|panama|military service|court|ranger|supreme court|lager
9341,magnetic field|center of the earth|disaster film
9776,usa|black people|usa president|presidential election|election campaign
10735,london england|england|daughter|politician|teenage girl|father daughter relationship|american abroad|teen comedy
25461,independent film
51927,
1675,lovesickness|film business|film making|cinema|nice|film maker|insurance salesman|extramarital affair
17057,screenwriter|beach|assault|murder|hollywood|fear|violence|agent
40718,based on novel|captain|fight|love|shipping magnate
6016,casino|monte carlo|painting|caper|independent film|heist movie
1817,terrorist|phone booth|psychopath
11299,terror|halloween|revenge|lethal virus
17995,
7294,trailer park|amnesia|helsinki|heilsarmee
9506,penalty|therapist|psychology|aggression|rage|anger|anger management
2662,upper class|halloween|psychopath|urban legend|youth|satanic ritual
12093,suicide|sex|sweden|underground|nightclub|nudity|escape|poverty
11817,monk|homeless person|injection|fall|knife fight|scroll|the force
24621,woman director
13370,mockumentary|folk singer
8326,curse|suitor|false accusations|reference to annabel lee|digging|baseball player|mountain climbing
13411,street gang|los angeles
11516,ocean|lake|bird|horse|parrot|owl|ornithology|egg
10180,barcelona spain|denmark|male friendship|childhood memory|childhood trauma|friendship bracelet|gangster|childhood friends
994,england|rape|country life|primal fear|revenge|thriller|rural setting|violence
66918,helicopter|grasshopper|police|b movie|scientist|flamethrower|giant insect|military
10514,nasa|new mexico|biological weapon|epilepsy|secret lab|alien phenomenons|chemistry|biology
1714,totalitarian regime|firemen|dystopia|book burning|dystopic future
14308,
9930,court case|client|lawyer|courtroom
12661,baby|married couple|arms dealer|vacation|agent
29355,american football|sport|coach|the big game
24961,melancholy|based on play or musical|little dog|based on movie|wizard
31633,ladykiller|reunion
10743,grifter|con|big con|con game|premarital sex
2832,prostitute|detective|nevada|prisoner|rain|motel|weather|multiple character
38868,
15098,independent film
16636,competition|washington d.c.|small town|immigrant|success|children|teacher|spelling
18736,
36658,mutant|marvel comic|superhero|based on comic|superhuman
20689,suspense|independent film
15394,female nudity|gambling|casino|nudity|banker|toronto|fraud|niagara falls
10708,competition|success|kindergarten|children|unemployment
22016,poet|suspense|gangster
22958,seduction|college|love|friends|betrayal|independent film|makeover
15850,
10989,longing|unwillingly pregnant|lesbian relationship|pregnancy|contraception|extramarital affair
1816,childhood memory|musical|stage show|backstage|gay interest|gay man|urban setting|top hat
17464,breakdance|sequel
15259,dancing|rap music|hip-hop
10515,flying|mine|magic|castle|lost civilisation|army|pirate|girl
43232,extramarital affair|libel
22201,wyatt earp|historical figure|doc holliday|two guns belt
11424,jazz musician|rhode island
34857,shakespeare|musical|broadway show
604,saving the world|artificial intelligence|man vs machine|martial arts|kung fu|underground world|dream|hero
10720,sex|journalist|empowerment|womanizer|playboy|farce|author|feminist
51230,cinema|cinephilia|obsession|collector|hobby|independent film|new york city|obsessed fan
23423,independent film
1555,paris|barcelona spain|alcohol|roommate|single|travel|crush|student
310,christianity|moon|responsability|moses|street gang|lovesickness|journalism|new love
30055,
12,father son relationship|harbor|underwater|fish tank|great barrier reef|missing child|aftercreditsstinger|duringcreditsstinger
9654,venice|california|train station|helicopter|austria|mountain|gold|subway
9902,life and death|death of a friend|parts of dead body
2260,sexual abuse|middle class|child pornography|sodomy|american|family
584,miami|car race|sports car|los angeles|car|automobile racing
39125,
1088,ocean|loss of mother|tradition|loss of brother|becoming an adult|role of women|empowerment|new zealand
5921,repayment|revenge|native american|wild west|half breed
47423,
43239,musical|song and dance|cheesecake
29425,pennsylvania|small town|biological weapon|quarantine|murder|independent film|blood|disease
51391,florida|murder|trial|police corruption|courtroom|true crime|murder trial|racial injustice
43361,runaway|honeymoon|camel|swing|photo shoot|police station
6646,based on novel|treasure|island|pirate gang|treasure hunt|treasure map|pirate|sailor
147729,africa|animal
15462,car wash
43828,deputy|lawman 
11145,rodeo|horse|doping|performance|love|cowboy
32328,cat|anthropomorphism|moulin rouge
47715,
29586,singapore
111815,
21027,widower|virginia
37264,chicago|radio program|talk radio
11890,honesty|business man
36807,college|basketball|dying man
18721,gold|cattle|klondike|street shootout|klondike gold rush
37662,railway car|father|yorkshire|children|missing person
11916,gunslinger|mexico|french|treasure hunt|illegal prostitution
14551,robbery|showdown|horseback riding|hostility|assault|shooting|rifle|stealing
51426,world war ii|u.s. marine
42986,widower|single father
26317,experimental film
8092,single parent|jealousy|opression|seattle|car mechanic|step father|alcoholic
290,film business|screenplay|film producer|screenwriter|cinema|mass murder|los angeles
2470,jealousy|tango|marriage|politics|party|love|murder|soldier
30462,renegade|texas ranger|gambler
1403,based on novel|apache|intermarriage|native american|duel|illegitimate son
10243,thirst|sahara|crew|airplane crash
42541,new york|business|financial
37103,world war ii|religion|pacific island
40085,mississippi|heat|summer
2263,war crimes|jurors|proof|court case|sentence|daughter|court
19728,world war i|fighter pilot|biplane|flying ace
3009,paranoia|dystopia|survivalism
6643,brother sister relationship|texas|farm|frontier|native american|racism|stolen child
14817,competition|fast food restaurant|job
41426,punk|queen elizabeth i|low-budget|murder|dark comedy|post-punk|united kingdom
41791,indian lead|interracial relationship|independent film|woman director
49842,business man|investigation|music|police|suspense|singer|french noir|film noir
41670,new york|detective|secret|undercover|exploitation|power|police|truth
38765,billy the kid|cattle|quick draw|pat garrett
36372,london england|eroticism|escort service|suspense|prostitution|bombing|intrigue|escort
30529,refugee|concentration camp|world war ii|based on true story|based on memoir or autobiography
2071,riddle|amnesia|wife|plastic surgery|head physician|suspense|private detective
43516,france|biography|vision|church|catholic|virgin mary
32489,hotel|love|pursuit|stenographer
10152,skateboarding|adoption|friendship|fate
11375,rap music|hitman
17813,gambling|sex|casino|based on novel|vandalism|lie|kiss|love
35068,revenge|u boat|crane|sole survivor|irishman
170,london england|taxi|manchester city|submachine gun|gas station|survivor|daughter|laboratory
9471,robbery|secret identity|secret agent
9581,competition|hitman|police|falling in love|housekeeper|agent
216,germany|foreigner|parent child relationship|wife husband relationship|unsociability|german-turkish living together|new german cinema
18569,baby|marriage|lawyer
113739,
52758,film noir|on the lam
38171,exile|biography|princess|independent film
18886,bomber|vietnam war|u.s. navy|aviation|combat|bombing
42176,sport
39231,fishing|contest|screwball comedy|fiancé fiancée relationship
40634,hearing|self-defense|court|murder
33454,french revolution|sword duel
19753,french revolution|twins
11482,paris|suicide|identity|lodger|neighbor|psychopathy
70912,
6949,san francisco|chaos
1927,california|san francisco|monster|general|gun|dna|mutation|psychology
10327,washington d.c.|boston|chambers of a barrister|tierversuch|lawyer
14411,prince|water monster
296,saving the world|artificial intelligence|man vs machine|cyborg|killer robot|sun glasses|leather jacket|nanotechnology
302,london england|female nudity|women|countryside|based on novel|subway|provence|country house
22,exotic island|blacksmith|east india trading company|gold|marriage proposal|mutiny|jamaica|skeleton
8698,saving the world|vampire|bite|men|invisible man|captain nemo|allan quatermain|venezia
32235,
8961,miami|ku klux klan|cuba|undercover|mexican standoff|ecstasy|guantánamo|slaughter
9486,spy|hero|queen|intelligence|coronation|funeral|secret agent|queen elisabeth ii
3472,london england|prostitute|hotel|night watchman|illegal immigration|immigration law|transplanted organ|turk
20726,american football coach|sport
12649,new york|satire
44916,mountain|family
1996,riddle|treasure|medallion|kenia|alexander the great|pandora's box|chinese mafia|treasure hunt
4464,horse race|american dream|racehorse|great depression
12279,video game|intelligence|liberation|child hero|mission
33339,gay|summer camp|independent film|coming of age|lgbt child|kids
54580,spain|bar|ship|drama|friends|shipyard|peseta
430,berlin|prison|clerk|atlanta|cold war|coca-cola|communist|capitalist
10553,new identity|agent
21449,spoof
4984,corruption|repayment|smuggling
8273,handcuffs|sister sister relationship|spanner|blow job|stag night|wedding
8046,new york|mentally disabled|kidnapping|blackmail|mission of murder|lovers|lesbian|mobster
8094,girls' boarding school|sexual harassment|punishment|irish|ireland|catholic|convent school
26195,
10330,single parent|brother sister relationship|mistake in person|bride|talk show|body exchange|motherly love|high school
9257,liberation|transport of prisoners|special unit|weapon|los angeles
9499,france|sex|infidelity|artist|scandal|tourist|poet|police
15292,surfer|surfing|sport|independent film
12491,prostitute|rome|robbery|pimp|poverty|violence
41660,
27814,sex|bar|brain|hallucination|addiction|junkyard|public restroom|parasite
41206,madness|broadway actor
24192,biography|faith
833,servant|hunger|despair|retiree|unsociability|pension|rent|old man
26755,
42470,dolphin
6466,murder|marijuana|teenager|bad dream
2055,horse|beef|ranger
11770,martial arts|stadium|champion|shaolin|steel helmet|soccer
2771,biography|independent film|v.a. hospital|junk sale|jellybean|greeting card|file clerk|garage sale
10923,spy|cia|killer robot|delinquent|teen spy
21989,female nudity|sport|party|skiing|ski
18573,mask|wheelchair|guillotine|remake|morgue|wax museum|new york city|sculptor
37451,china
8992,california|college|road trip|swimming pool|cross country
19053,alcohol|sex|nudity|punk|music|party|love|friends
11206,photographer|heroin|police|murder|neighbor|search|doll|apartment
30970,paris
18148,coma|beach|baby|fish|boat|office|baseball|classroom
54898,
636,prison|drug addiction|hearing|totalitarian regime|phasing|subterranean town|dystopia|computer
3055,based on novel|musical|drug|cult classic
11898,poison|prison|italian|jealousy|gallows|title of nobility|widow|duke
9051,female nudity|mexico|beach|midlife crisis|fantasy|honeymoon|marriage|crisis
9362,nevada|small town|tractor|stranded|cult favorite|rural setting|tentacle|graboids
936,slapstick|clouseau|pink panther|bumbling|clumsiness|police inspector
12268,police|laughing gas
10999,kidnapping|lone wolf|daughter|father|rescue mission
33521,vampire|dracula|insane asylum|remake|gothic horror
4593,upper class|date|terrorist|dream|restaurant|nightmare|bourgeoisie|guest
3782,bureaucracy|japan|age difference|bar|office|night life|sense of life|playground
2891,female nudity|new zealand|book|insane asylum|insanity|autobiography|teacher|author
26246,authority|fbi|group dynamics|narration|social control|evidence|power|vigilante
20815,rape|based on novel|canada|paranoia|slavery|future|sexism|dystopia
19433,hacker|history|linux|gnu|free software|open source
513,wife husband relationship|infidelity|coming out|arranged marriage|hinduism|lesbian relationship|homosexuality|lesbian
6619,venice|beach|composer|obsession|conductor|beauty|boy|vacation
10610,detective|medallion|leather jacket|wretch|fighter|wizardry|interpol
38874,angel|sex|soul|fight|boxer|bible|heaven|hell
11351,father son relationship|scarecrow|peasant|farm|immortality|mythical creature|father
9616,riddle|rome|vatican|secret organization|investigation|sin|repentance|priest
31094,
11547,sex|lake|nudity|college|victim|lodge|vacation|woods
7270,based on novel|con man|daughter|pole dancer|obsessive compulsive disorder|criminal|father daughter relationship|bank vault
1428,corruption|cia
17906,jewish life|background singer|hobby|ventriloquist|puppet master|independent film
153,upper class|hotel room|age difference|commercial|karaoke|homesickness|culture clash|jet lag
33320,historical|edo period|sengoku period|shouwa period|anime|meiji period
27590,
10617,china|martial arts|hero|colonisation
10618,china|martial arts|kung fu|congress|colonisation|martial arts master|sect|kung fu master
10619,china|martial arts|kung fu|colonisation|martial arts master|colonialism|kung fu master
11293,bible|con man|carnival|funeral|great depression|missouri|friendship|aunt
36759,bus|record producer|convertible|the beatles|robot|theft|the beatles song|rock opera
53650,
9584,male nudity|female nudity|police brutality|waitress|fight|nudity|highway|chase
8408,florida|insanity|disembodied head|zombie|disembowelment|horror movie remade|living dead|zombie apocalypse
14030,based on play or musical|merchant|yonkers new york|borzoi|millinery|drygoods store
16323,drug|rock band|roses
23325,army
23033,greed|jungle|india
19064,
28942,mystery|psychologist|divorce|body horror|canuxploitation
12767,country house|independent film
13156,texas|money|veteran
277,budapest|subway|love of one's life|vampire|bite|descendant|hostility|shootout
9707,john f. kennedy|elvis presley
24488,suspense|hentai|new french extremism
36791,
17614,gay|israeli|military service|gay relationship|lgbt in the military
7288,
10159,hunter|bounty|bounty hunter|fight|amazon|treasure hunt|jungle
10934,depression|toscana|recreation|author|divorce|woman director
5653,protestant church|church|catholicism
321,gay|father son relationship|sex|italo-american|lovesickness|italian|canada|new love
20,farewell|responsability|dying and death|night shift|daughter|secret love|mother daughter relationship|woman director
18113,gay|prostitute|college|dormitory|mistaken identity|loss of virginity|teen movie|teenager
5168,classroom|education|country life|family's daily life|private lessons|learning and teaching|school excursion|village school
9662,france|kidnapping|boy|biker|tour de france|mafia|dog|triplet
837,suicide|tv show|hallucination|tv station|radio presenter|toronto|dystopia|brainwashing
19666,sport|british|bollywood|arrogance|based on supposedly true story|drought|19th century
821,judge|concentration camp|world war ii|nazis|court case|national socialism|national socialist party|nuremberg trials
37672,extramarital affair|middle age
1358,physics|stephen hawking
11475,rock and roll|dream|american dream|career|success|musical|outfit|music band
776,paris|upper class|jealousy|servant|pilot|bourgeoisie|hunting
16563,brother brother relationship|oregon|bride|musical|wedding|based on short story|alarm|uncle niece relationship
11703,gay|male nudity|prison|based on novel|homophobia|politics|war|homosexuality
891,usa|journalist|newspaper|burglar|fbi|wiretap|watergate scandal|plan
83714,woman director
10881,obsession|simulation|future|reality|dystopia|war|weapon|addiction
11832,france|denmark|eating and drinking|cook|sect
11806,puppy|st. bernard's dog|family
10438,holdings|sell|puppy|st. bernard's dog
650,street gang|black people|rap music|hip-hop|street war|rapper|violence in schools|los angeles
10337,underworld|hitman|biography|psychopath|romance|money|hoodlum
8446,new york|teenager
9874,showdown|resistance|mannequin|prosecution|cop|murder|gang|witness to murder
29161,detective|daughter|psychopath|revenge|murder|school|doctor|maniac
49291,
4543,sense of life|comedian|sketch|monty python|aftercreditsstinger|duringcreditsstinger|the meaning of life|anarchic comedy
11046,germany|world war ii|liberation of prisoners|alps
7442,violent husband|suspense|fakes death
14425,mascot|beer keg|political correctness|ultimate frisbee|funky music|fund raiser|stage diving
6723,rookie cop
13343,newspaper|haunted house|organ|slapstick|trial|secret door|courtroom|organ music
16969,photographer|private eye|whorehouse
13339,bullying|bully
25237,war crimes|world war ii|nazis|wehrmacht|insanity|surrealism|teenage girl|atrocity
9871,brother sister relationship|sister sister relationship|puberty|longing|menstruation|high school|coming of age|marijuana
71940,gun|mining|tragic|death|woman director
20238,horse|native american|stagecoach|covered wagon|cowgirl
33783,androgyny
163549,vigilante|torture|canuxploitation
47898,murder|librarian
19171,con man|writer|broadway|film noir
11364,amnesia|childhood memory|firearm
39916,mars|egg|alien|independent film|gore|blood|creature|police detective
32082,hospital|malpratice
12772,cheating|small town|supernatural powers|preacher
47866,waitress|sister sister relationship|new mexico|mother daughter relationship|diner|single mother|teenage daughter|unwanted pregnancy
18900,murder|true crime|farmer
3087,dancer|song|comeback|biography|singer|vaudeville|actor
14282,japan|sexual abuse|bondage|horror|rescue|ninja|tragedy|cruelty
11502,sailing trip|knife
2116,miami|florida|double murder|divorce
1584,rock and roll|rock|high school|music band
28236,rock and roll|fab four|concert
2056,train station|new jersey|small person|friendship|newfoundland
4997,robbery|junkie|investigation|porno star|murder|los angeles|violence|drug
8439,slum|rio de janeiro|bus hijacking|teacher
322,child abuse|sexual abuse|loss of child|repayment|suppressed past|arbitrary law|boston|workers' quarter
11059,island|rave|weapon|student|based on video game
11775,california|assassin|infidelity|fetish|hitman|tycoon|court|satire
24,japan|coma|martial arts|kung fu|underworld|yakuza|sword|bride
54973,independent film
21059,gay|drag queen|parody|independent film|hollywood
11329,court case|gun rampage|firearm|jury|suspense|person running amok|lobbyist
9373,trauma|psychopath|stalker|friends|murder|gore|blood|hitchhiker
1550,sex|thanksgiving|road trip|love|independent film|neighbor|marijuana|family
28200,beach|infidelity|boat|writing|biography|poet|love|snow
10629,journalism|police|drug scene|murder|drug lord
10944,eroticism|suspense|woman director
13920,biography|friendship|sport
4256,horror spoof
10009,brother brother relationship|grizzly bear|inuit|transformation|friendship|sibling rivalry|unlikely friendship|aftercreditsstinger
1807,video game|gun|classroom|mass murder|girlfriend|columbine|student
30141,
10536,prison|england|robbery|bus|gold|prisoner|traffic jam|master thief
42044,
1376,glasgow|brother sister relationship|puberty|drug dealer|heroin|single|murder|teacher
20312,fantasy|motel|highway|road trip|surrealism|lawyer|dream girl|judgment
64945,juvenile delinquent
10389,transplantation|blindness and impaired vision|eye operation|loss of eyesight|violinist|remake|blind girl
897,based on novel|loss of mother|loss of father|varanasi|pneumonia|loss of husband|scholarship|india
11657,paris|prison|corruption|pimp|nudity|police|thief|heist
10922,black people|professor for literature
51707,woman director
13537,
605,saving the world|artificial intelligence|man vs machine|flying|philosophy|fortune teller|kung fu|underground world
33222,venezuela|political instability|coup d'etat|president|woman director|venezuelan history|fly-on-the-wall
10719,holiday|elves|santa claus|looking for  birth parents|romance|north pole|christmas
1836,women's sexual identity|career woman|vernissage|wound|illness and injury|knife|self-inflicted injury|insanity
508,london england|male nudity|female nudity|love at first sight|usa president|marseille|office|christmas party
11846,son-in-law|father-in-law|fool|daughter|wedding
50314,
8619,naturalist|frigate|self surgery|sea battle|weevil
12146,mexico|based on novel|new mexico|apache|baby-snatching|daughter|frontier|criminal
10588,cat|brother sister relationship|boredom|chaos|step father|based on children's book
4970,amnesia|mental institution|patient|trust|false accusations|medication|gothic|mental illness
470,life and death|transplantation|suicide attempt|desperation|loss of family|ex-detainee|sadness|rage and hate
11042,father son relationship|socialism|yuppie|professor|dying and death|cancer|money|university
10147,holiday|elves|christmas party|department store|safe|drink|little people|christmas eve
10756,secret passage|magic|estate agent|haunted house|family vacation|ghost|aftercreditsstinger
9562,professor|time travel|quantum mechanics|hundred years' war|excavation|knight|medieval times
11012,father son relationship|loss of brother|brother sister relationship|longing|politician|in flagranti|extramarital affair
30068,amish|woman director|rumspringa
40913,london england|nightclub|based on true story|murder|romance|capital punishment|crime|single mother
9556,corruption|experiment|burn|mask|gangster boss|los angeles|madness|outsider
24203,office|computer
9065,train station|in love with enemy|world war ii|hypnosis|postwar period|allied|employee|travel
10168,affection|spoof|dinner|godfather|importer|film school|vermont|errand boy
10234,sadism|hostage-taking|serial killer
10952,drug dealer|undercover agent|gang leader|crack|cops
14022,moon|philosophy|burglar|texas|dream|atomic bomb|tent|anarchist
860,video game|artificial intelligence|fbi|cold war|hacker|prosecution|norad|government
48035,faith|independent film|religion|religious fundamentalist|pregnant wife
5000,france|world war ii|exodus|foster parents|funeral|postwar period|dead animal|death
22744,love triangle
780,judge|woman martyr|heresy|court case|suffering|sentence|torture chamber|religion
31510,chariot race|revenge|silent film|seductress|sea battle|spectacle|two strip technicolor|galley slave
234,insane asylum|silent film|unreliable narrator|expressionism|somnambulist|unreliable flashback|megalomania|madman
8289,cold war|kgb|municipal park|politician|suspense
11583,public hanging|strongbox|gold theft|british history|historic figure|piano playing|eye patch|horse carriage
11002,england|baby|civilization|shipwreck|tarzan|stranded|monkey
6472,bodyguard|national security agency (nsa)|celebrity|security guard
5143,writing|opera|thanksgiving|hypochondriac|television producer|architecture|singing|new york city
5227,new york|hercules
8010,new york|scotland|immortality
10410,policy and organisations|power|trade union|gangster
10407,lie|architect|false identity|family
9292,vatican|leonardo da vinci|painting|master thief
11850,taxi|san francisco|1970s|psychoanalysis|remake|alien|alien invasion|alien infection
48745,independent film
2297,secret|worker|writer|co-worker|kafka
951,crime fighter|cook|drug dealer|dying and death|kindergarten|kiss|police|teacher
10804,love at first sight|love of one's life|kingdom|lovers|royal family|kiss|fish out of water|king
9319,bomb|corruption|assassin|sniper|anti hero|cocaine|senator|strip club
1643,paris|sex|nudity|business man|love|tragedy|relationship|american
2007,parent child relationship|medicine|loss of child|dying and death
10995,male nudity|female nudity|prostitute|sex|based on novel|age difference|lolita|virgin
8047,angel|rape|bullfight|drowning|religious education|necrophilia|sadomasochism|matador
2612,wish
3112,prison|window|fanatic|count|murder|children|money|theft
1825,sport|bad father-in-law| armwrestling
10538,airport|florida|fbi|hijacking|ex-cop|los angeles|fbi agent
11092,loss of lover|lover (female)|investigation|lawyer|courtroom
14904,photographer|independent film|blind|woman director|blind man
3176,island|television|survivor|soldier|battle|death|game of death|school class
9261,gay|new york|father son relationship|wife husband relationship|coming out|wedding night|taiwan|homosexuality
5336,italy|rape|fascism|nudity|bishop|fascist|sadism|torture
23908,germany|world war ii|christmas
14671,high school|misfit|teacher|school|teen movie|summer|teenager|teaching
11509,sheriff|fight|horse|male friendship|two guns belt
10729,new york city|bank robbery|jousting|getaway|crime gone awry|bumbler|hostage negotiator|clown makeup
29437,nudity|vampire|montreal|motorcycle crash|murder|motorcycle|surgery|rabies
11634,sweden|small town|forbidden love|toilet|lesbian relationship|lesbian|teen movie|teenage love
11824,trainer|training|supernatural powers|high school|werewolf|teenager
20067,depression|sadness|nudity|loneliness|lesbian|dating|teenager|pregnancy
9846,hold-up robbery|cops|counterfeit|los angeles|secret service
11986,self-destruction|mental breakdown|kiss|self-inflicted injury|borderline personality disorder|femme fatale
1626,paris|philosophy|prostitute|pimp|female protagonist|prostitution|free will|woman smoking
483,prison|sex|witch|hotel room|texas|loss of father|car journey|new orleans
10166,witch|chocolate|mouse|grandmother grandson relationship|bald
6069,witch|new england
11676,rap music|infidelity|security camera|loss|crook|sociopath|revenge|artifact
28292,dancing|navy|musical|sailor
3681,journalist|ladykiller|gigolo|sex therapy|fashion journal
20325,musical|ballroom dancing
17687,best friend|gangster|grapefruit
41465,family's daily life|broker
17641,england|human animal relationship|horse|jockey|afi
12545,israel|dance|jesus christ|crucifixion|musical|judas|rock opera
27972,brain tumor
898,usa|prison|rebel|prisoner|difficult childhood|bird|alcatraz|ornithology
2000,gold|sentence|adventure|gold rush|peru|amazon|float|insanity
648,underdog|monster|beauty|rose|daughter
618,ku klux klan|southern usa|patriotism|army|silent film
19120,eccentric|memory|middle aged woman|psychic
4024,hotel|amnesia|mystery|extramarital affair
11316,scotland|shakespeare|ambush|showdown|queen|kingdom|murder|battlefield
3089,texas|dangerous|kansas|cattle drive|revenge|cattle|adopted child|cattle empire
29845,mental breakdown|unfaithfulness
995,prostitute|marriage proposal|new mexico|arizona|infant|fugitive|doctor|desert
1594,suspicion of murder|unskillfulness|pink panther
32318,
11839,england|witch|sword|hypnosis|fool
916,san francisco|hotel|detective|based on novel|airport|witness protection|principal witness |politician
1976,southern usa|self-destruction|love of one's life|new orleans|louisiana|yellow fever|female protagonist|epidemic
31685,paris|france|prison|gypsy|based on novel|cathedral|murder|bell
3062,philadelphia|musical|stage show|director|broken ankle|chorus line|pet dog|broadway
34456,romantic comedy
12708,blonde|job|travel|falling in love|rich man
42045,country music|historical figure|fame|1950s
11610,date|hallucination|idol|advice|make a match|dating|feet|ghost
4939,hypochondriac
25016,
15927,doctor|india|english|magistrate|1920s|mosque
40423,brazil|music|samba|trolley|based on myths or folklore|carnaval
7857,sheik|surrealism|bathtub
79,countryside|loss of lover|right and justice|patriot
13912,professor|college|widow|sport|marx brothers
987,chicago|journalist|newspaper|marriage proposal|stress|father-in-law|newspaper man
37749,singles bar
30140,rainbow|clay|wool|installation|nova scotia canada
81,saving the world|human vs nature|fungus spores   |future|airplane|post-apocalyptic|war|toxic
11821,ambulance|new love|plastic surgery|hospital|doctor
10023,molotow cocktail|health food|speech impediment|reverend|ice sculpture|miranda warning|orange county california|female police commissioner
11519,submarine|california|world war ii|war ship|pearl harbor|satire|los angeles|anarchic comedy
15659,detective|murder|conspiracy|church|catholic|albino
18857,hostage|kidnapping|car chase
27425,
38953,gun|officer|pub|village|mute
20126,murder|giallo|reporter|crime|psychic|pianist|english|foreign
827,terror|lover (female)|planned murder|wife|swimming pool|suspense|teacher|surprise ending
11811,daughter|kobold|kleeblatt|north dakota|murder|leprechaun
25431,wife husband relationship|marriage|lawyer|singing|courtroom|prosecutor|subway station|grapefruit
17685,asylum|time bomb|who are the crazy ones?
2742,based on novel|writing|hallucination|independent film|writer|bug|illegal drugs|exterminator
51145,independent film
32040,strip club|mobster
24134,italy|journalist|model
18904,business man|summer|former flame
37719,opera|marx brothers
1818,organized crime|pianist|french noir
255,individual|paris|shyness|adultery|hotel|detective|lovesickness|job-hopping
10744,casino|jinx|bad luck
10511,new york city|halloween costume|ice cream parlor|home renovation
10028,new york|dancing|hip-hop|dream|dance|blackmail|harassment|career
616,japan|war crimes|sense of guilt|swordplay|general|samurai|war veteran|katana
587,circus|father son relationship|witch|fish|fishing|love of one's life|leech|story teller
6964,age difference|ladykiller|woman director
1792,sex|dancer|martial arts|cook|stripper|love|bully|hollywood
3635,painter|biography|painting|maid
41488,
122,elves|orcs|middle-earth (tolkien)|based on novel|suspicion|bravery|war|honor
11820,faculty|art history|rowing|school nurse|femininity|teacher hero|womens issues
8696,female nudity|england|mannequin|leukemia|calendar
12698,vietnam|politics|war|lesson|secretary of defense|lyndon johnson|anti war protest|cuban missile crisis
11093,san francisco|immigrant|house|intimidation|iranian
504,female nudity|prostitute|rape|sexual abuse|desperation|death penalty|motel|job interview
11007,big family|new job|aspiring actor|smart kid
2289,loss of lover|loss of family|deserter|loss of father|love of one's life
9620,prophecy|engineer|scientist|millionaire
10601,flying|liberation|fairy|peter pan|pirate gang|mermaid
52036,ballet dancer|independent film|ballet
37088,prison|childhood trauma|female killer|murder|dysfunctional family|incest|woman director
31026,
5966,beach|honeymoon|bride|chance|risk|relation|long island|romantic comedy
14757,independent film
11034,long island|crush|wealth|millionaire
25095,costume|drama|revenge
26983,robbery|explosive|hold-up robbery|exploding building|suspense
52867,high school|teenager
27465,mystery
31395,police|based on tv series
131313,
15797,
9548,rock and roll|show business|rock star|heavy metal|murder|private detective
26712,assistant district attorney
1882,nurse|war veteran|wheelchair|paralysis|swimming pool|hospital|doctor|xenophobia
17258,womanizer|debt|alcoholic father
34681,independent film
33642,jealousy|hells angels|murder|gang|motorcycle|violence
427,paris|father son relationship|city portrait|factory worker|parent child relationship|factory|new building|brother-in-law
43049,based on novel|spring break
3022,double life|classic horror|jekyll and hyde
778,holiday|underdog|hotel|beach|jazz|tennis|masked ball|pilot
3088,gunslinger|marshal|saloon|wyatt earp|doc holliday|revenge|rifle|double barreled shotgun
23152,romantic comedy
23567,captain|french|love|romantic comedy|american|war bride
22584,fishing|island|nazis|french resistance|singer|alcoholic|hemingway|expatriate
27725,prison|robbery|shooting|on the run|little dog
16227,san francisco|fire escape|plastic surgery|escapee convict|escape from prison|suspense|trolley|hitchcockian
16933,hitchhiker|trucker|film noir
37833,drug dealer|marijuana|midnight movie
18995,poison|jazz club|doctor|scream|sadist|film noir
14239,sex|seduction|comic book|alternate dimension|adult animation|cartoonist|live action and animation
405,circus|prison|in love with enemy|authority|harley davidson|sadness|wave|dying and death
9696,pain|violence against women|japanese mafia|piercing|dominatrix|gore|drug|twins
4917,telepathy|decoy|post-apocalyptic|dystopia|impregnation
5055,postwar period|polish
3059,usa|naivety|intolerance|mill|marriage|wedding|massacre|protestant
28586,island|lighthouse
11708,flying car|fantasy|oldtimer
27329,queen|thailand|invasion
20444,airport|travel|new york city
1954,amnesia|chaos theory|blackout|time travel|flashback
13476,celebrity|romantic comedy|male female relationship|movie star
11194,wound|mountaineer|peru|sport|glacier|climbing|rescue|snow
12634,hotel|robbery|based on novel|judge|hawaii|blackmail|seduction|yacht
13505,secret|test|school|student|hacking|exams
15708,gay|coming out|religion|mormon
14292,olympic games|sport|ice hockey|milwaukee wisconsin|st. paul minnesota|gas rationing|lake placid new york|aftercreditsstinger
1278,paris|love triangle|male nudity|female nudity|sex|hotel|sexuality|cinephilia
18841,monster|mutant|skeleton|alien life-form|science
21968,new york|blaxploitation|mobster|drug|dealer
76176,
18446,time of war|riveter
11023,cheating|dysfunctional family|teen angst|underage drinking|domestic violence|makeover|drug overdose|teacher student relationship
1824,deja vu|amnesia|hawaii|ladykiller|romantic comedy
16784,
337,paris|father son relationship|prostitute|robbery|lovesickness|muslim|dialogue|jewry
11951,san francisco|bet|denver|police|auto-tuning
28963,male nudity|treasure|magic|palace|flying carpet|bagdad|rope|princess
2576,holocaust|world war ii|diary|biography|war|jewish|girl|family
19345,
