tmdbId,director,top_cast
862,John Lasseter,Tom Hanks|Tim Allen|Don Rickles
29586,Bryan Forbes,George Segal|Tom Courtenay|James Donald
111815,James Ivory,Paul Newman|Joanne Woodward|Saundra McClain
21027,Andrew V. McLaglen,James Stewart|Doug McClure|Glenn Corbett
37264,Barnet Kellman,Dolly Parton|James Woods|Griffin Dunne
11890,John Landis,Sylvester Stallone|Ornella Muti|Don Ameche
36807,Randall Miller,Marlon Wayans|Kadeem Hardison|David Paymer
18721,Anthony Mann,James Stewart|Ruth Roman|Corinne Calvet
37662,Lionel Jeffries,Dinah Sheridan|Bernard Cribbins|William Mervyn
11916,Don Siegel,Shirley MacLaine|Clint Eastwood|Alberto Morin
14551,Anthony Mann,James Stewart|Shelley Winters|Dan Duryea
51426,Raoul Walsh,Van Heflin|Aldo Ray|Mona Freeman
42986,Vincente Minnelli,Glenn Ford|Shirley Jones|Stella Stevens
26317,Dziga Vertov,Mikhail Kaufman
8092,Michael Caton-Jones,Robert De Niro|Leonardo DiCaprio|Ellen Barkin
290,Joel Coen,John Turturro|John Goodman|Judy Davis
2470,Fernando Trueba,Penélope Cruz|Gabino Diego|Ariadna Gil
30462,Michael Curtiz,John Wayne|Stuart Whitman|Ina Balin
1403,Ralph Nelson,James Garner|Sidney Poitier|Bibi Andersson
10243,Robert Aldrich,James Stewart|Richard Attenborough|Peter Finch
42541,Mark Robson,Paul Newman|Joanne Woodward|Ted de Corsia
37103,John Huston,Deborah Kerr|Robert Mitchum
40085,Martin Ritt,Paul Newman|Joanne Woodward|Orson Welles
2263,Costa-Gavras,Jessica Lange|Armin Mueller-Stahl|Donald Moffat
19728,John Guillermin,George Peppard|James Mason|Ursula Andress
3009,Orson Welles,Anthony Perkins|Jeanne Moreau|Romy Schneider
6643,John Huston,Burt Lancaster|Audrey Hepburn|Audie Murphy
14817,Brian Robbins,Kel Mitchell|Kenan Thompson|Sinbad
41426,Derek Jarman,Jenny Runacre|Nell Campbell|Toyah Willcox
41791,Mira Nair,Denzel Washington|Sarita Choudhury|Roshan Seth
49842,Henri-Georges Clouzot,Louis Jouvet|Simone Renant|Bernard Blier
41670,Sidney Lumet,Melanie Griffith|John Pankow|Tracy Pollan
38765,Andrew V. McLaglen,John Wayne|Forrest Tucker|Christopher George
36372,Bob Swaim,Sigourney Weaver|Michael Caine|Patrick Kavanagh
30529,Francesco Rosi,John Turturro|Massimo Ghini|Rade Serbedzija
2071,Wolfgang Petersen,Tom Berenger|Bob Hoskins|Greta Scacchi
43516,Henry King,Jennifer Jones|Vincent Price|Charles Bickford
32489,George Roy Hill,Julie Andrews|James Fox|Mary Tyler Moore
10152,Troy Miller,Mimi Rogers|Eric Christian Olsen|Luis Guzmán
11375,Ron Shelton,Harrison Ford|Josh Hartnett|Lena Olin
17813,Rob Reiner,Luke Wilson|Kate Hudson|Sophie Marceau
35068,Peter Yates,Peter O'Toole|Philippe Noiret|Siân Phillips
170,Danny Boyle,Cillian Murphy|Naomie Harris|Noah Huntley
9471,McG,Cameron Diaz|Drew Barrymore|Lucy Liu
9581,Johnnie To,Takashi Sorimachi|Andy Lau|Kelly Lin
216,Rainer Werner Fassbinder,Brigitte Mira|El Hedi ben Salem|Barbara Valentin
18569,John Cromwell,Carole Lombard|James Stewart|Charles Coburn
113739,Clark L. Paylow,George E. Mather|Esther Furst|Norman Ollestad
52758,Fritz Lang,Henry Fonda|Sylvia Sidney|Barton MacLane
38171,Anatole Litvak,Ingrid Bergman|Yul Brynner|Helen Hayes
18886,John Milius,Danny Glover|Willem Dafoe|Brad Johnson
42176,Howard Zieff,Barbra Streisand|Ryan O'Neal|Paul Sand
39231,Howard Hawks,Rock Hudson|Paula Prentiss|Maria Perschy
40634,Martin Ritt,Barbra Streisand|Richard Dreyfuss|Maureen Stapleton
33454,George Sidney,Stewart Granger|Eleanor Parker|Janet Leigh
19753,Bud Yorkin,Gene Wilder|Donald Sutherland|Hugh Griffith
11482,Roman Polanski,Roman Polanski|Isabelle Adjani|Melvyn Douglas
70912,Leslie Megahey,Colin Firth|Ian Holm|Donald Pleasence
6949,Peter Bogdanovich,Barbra Streisand|Ryan O'Neal|Madeline Kahn
1927,Ang Lee,Eric Bana|Jennifer Connelly|Sam Elliott
10327,Charles Herman-Wurmfeld,Reese Witherspoon|Sally Field|Regina King
14411,Tim Johnson,Brad Pitt|Catherine Zeta-Jones|Michelle Pfeiffer
296,Jonathan Mostow,Arnold Schwarzenegger|Nick Stahl|Claire Danes
302,François Ozon,Charlotte Rampling|Ludivine Sagnier|Charles Dance
22,Gore Verbinski,Johnny Depp|Geoffrey Rush|Orlando Bloom
8698,Stephen Norrington,Sean Connery|Peta Wilson|Shane West
32235,Michael Polish,James Woods|Nick Nolte|Claire Forlani
8961,Michael Bay,Martin Lawrence|Will Smith|Jordi Mollà
9486,Peter Howitt,Rowan Atkinson|John Malkovich|Natalie Imbruglia
3472,Stephen Frears,Chiwetel Ejiofor|Audrey Tautou|Sergi López
20726,Duwayne Dunham,Rick Moranis|Ed O'Neill|Devon Sawa
12649,Jack Arnold,Peter Sellers|Jean Seberg|William Hartnell
44916,Delmer Daves,Henry Fonda|Maureen O'Hara|James MacArthur
1996,Jan de Bont,Angelina Jolie|Gerard Butler|Noah Taylor
4464,Gary Ross,Jeff Bridges|David McCullough|Chris Cooper
12279,Robert Rodriguez,Antonio Banderas|Carla Gugino|Alexa PenaVega
33339,Todd Graff,Daniel Letterle|Joanna Chilcoat|Robin de Jesus
54580,Fernando León de Aranoa,Javier Bardem|Luis Tosar|Nieve de Medina
430,Billy Wilder,James Cagney|Liselotte Pulver|Horst Buchholz
10553,Guy Hamilton,Fred Ward|Joel Grey|Wilford Brimley
21449,Woody Allen,Tatsuya Mihashi|Akiko Wakabayashi|Mie Hama
4984,Joseph Sargent,Burt Reynolds|Jennifer Billingsley|Ned Beatty
8273,Jesse Dylan,Jason Biggs|Alyson Hannigan|Seann William Scott
8046,Martin Brest,Ben Affleck|Jennifer Lopez|Justin Bartha
8094,Peter Mullan,Anne-Marie Duff|Nora-Jane Noone|Eileen Walsh
26195,Alan Rudolph,Campbell Scott|Robin Tunney|Hope Davis
10330,Mark Waters,Jamie Lee Curtis|Lindsay Lohan|Mark Harmon
9257,Clark Johnson,Samuel L. Jackson|Colin Farrell|Michelle Rodriguez
9499,James Ivory,Kate Hudson|Naomi Watts|Melvil Poupaud
15292,Dana Brown,Robert August|Rochelle Ballard|Shawn Barron
12491,Pier Paolo Pasolini,Franco Citti|Franca Pasut|Silvana Corsini
41660,Arthur Borman,Michael Riley|Stephen Rappaport|Ashlie Rhey
27814,Frank Henenlotter,Rick Hearst|Jennifer Lowry|Gordon MacDonald
41206,George Cukor,Ronald Colman|Signe Hasso|Edmond O'Brien
24192,Pier Paolo Pasolini,Enrique Irazoqui|Margherita Caruso|Susanna Pasolini
833,Vittorio De Sica,Carlo Battisti|Lina Gennari|Ileana Simova
26755,Bruce Sinofsky,Connie Chung|John Teeple|Delbert Ward
42470,Mike Nichols,George C. Scott|Trish Van Devere|Paul Sorvino
6466,Ronny Yu,Robert Englund|Ken Kirzinger|Jason Ritter
2055,Kevin Costner,Kevin Costner|Robert Duvall|Michael Gambon
11770,Stephen Chow,Stephen Chow|Ng Man-Tat|Patrick Tse Yin
2771,Shari Springer Berman,Paul Giamatti|Hope Davis|Judah Friedlander
10923,Harald Zwart,Frankie Muniz|Hilary Duff|Angie Harmon
21989,Peter Markle,David Naughton|Shannon Tweed|Patrick Houser
18573,André De Toth,Vincent Price|Frank Lovejoy|Phyllis Kirk
37451,Mark Robson,Ingrid Bergman|Curd Jürgens|Burt Kwouk
8992,Rob Reiner,John Cusack|Daphne Zuniga|Anthony Edwards
19053,Martha Coolidge,Nicolas Cage|E.G. Daily|Deborah Foreman
11206,Terence Young,Audrey Hepburn|Alan Arkin|Richard Crenna
30970,Michael Haneke,Juliette Binoche|Thierry Neuvic|Josef Bierbichler
18148,Yasujirō Ozu,Chishu Ryu|Chieko Higashiyama|Setsuko Hara
54898,Éric Rohmer,Marie Rivière|Amira Chemakhi|Sylvie Richez
636,George Lucas,Robert Duvall|Donald Pleasence|Don Pedro Colley
3055,Mark Robson,Barbara Parkins|Patty Duke|Sharon Tate
11898,Robert Hamer,Dennis Price|Valerie Hobson|Joan Greenwood
9051,Blake Edwards,Dudley Moore|Julie Andrews|Bo Derek
9362,Ron Underwood,Kevin Bacon|Fred Ward|Finn Carter
936,Blake Edwards,David Niven|Peter Sellers|Robert Wagner
12268,Blake Edwards,Peter Sellers|Herbert Lom|Lesley-Anne Down
10999,Mark L. Lester,Arnold Schwarzenegger|Rae Dawn Chong|Dan Hedaya
33521,John Badham,Frank Langella|Laurence Olivier|Donald Pleasence
4593,Luis Buñuel,Fernando Rey|Delphine Seyrig|Paul Frankeur
3782,Akira Kurosawa,Takashi Shimura|Haruo Tanaka|Nobuo Kaneko
2891,Jane Campion,Kerry Fox|Alexia Keogh|Karen Fergusson
26246,Michael Apted,Robert Redford|Leonard Peltier|Norman Zigrossi
20815,Volker Schlöndorff,Natasha Richardson|Faye Dunaway|Robert Duvall
19433,J.T.S. Moore,Susan Egan|Linus Torvalds|Richard M. Stallman
513,Deepa Mehta,Nandita Das|Shabana Azmi|Jaaved Jaaferi
6619,Luchino Visconti,Dirk Bogarde|Björn Andrésen|Silvana Mangano
10610,Gordon Chan,Jackie Chan|Lee Evans|Claire Forlani
38874,Agustín Díaz Yanes,Penélope Cruz|Victoria Abril|Gael García Bernal
11351,Victor Salva,Ray Wise|Jonathan Breck|Garikayi Mutambirwa
9616,Brian Helgeland,Heath Ledger|Shannyn Sossamon|Benno Fürmann
31094,István Szabó,Harvey Keitel|Stellan Skarsgård|Moritz Bleibtreu
11547,Eli Roth,Rider Strong|Jordan Ladd|James DeBello
7270,Ridley Scott,Nicolas Cage|Sam Rockwell|Alison Lohman
1428,Robert Rodriguez,Antonio Banderas|Salma Hayek|Johnny Depp
17906,Greg Pritikin,Adrien Brody|Milla Jovovich|Illeana Douglas
153,Sofia Coppola,Bill Murray|Scarlett Johansson|Anna Faris
33320,Satoshi Kon,Mami Koyama|Masamichi Sato|Masaya Onosaka
27590,Jeff Kanew,Anthony Edwards|Linda Fiorentino|Jsu Garcia
10617,Tsui Hark,Jet Li|Yuen Biao|Jacky Cheung
10618,Tsui Hark,Jet Li|Rosamund Kwan|Max Mok Siu-Chung
10619,Tsui Hark,Jet Li|Rosamund Kwan|Max Mok Siu-Chung
11293,Peter Bogdanovich,Ryan O'Neal|Tatum O'Neal|Madeline Kahn
36759,Michael Schultz,Barry Gibb|Robin Gibb|Maurice Gibb
53650,George Englund,Marlon Brando|Eiji Okada|Sandra Church
9584,Sam Peckinpah,Kris Kristofferson|Ali MacGraw|Ernest Borgnine
8408,George A. Romero,Lori Cardille|Terry Alexander|Joseph Pilato
14030,Gene Kelly,Barbra Streisand|Walter Matthau|Michael Crawford
16323,Mark Rydell,Bette Midler|Alan Bates|Frederic Forrest
23325,Hal Walker,Dean Martin|Jerry Lewis|Mike Kellin
23033,Zoltan Korda,Joseph Calleia|John Qualen|Frank Puglia
19064,Howard Storm,Jim Carrey|Lauren Hutton|Karen Kopins
28942,David Cronenberg,Oliver Reed|Samantha Eggar|Art Hindle
12767,Mike Figgis,Dennis Quaid|Sharon Stone|Stephen Dorff
13156,Tim McCanlies,Michael Caine|Robert Duvall|Haley Joel Osment
277,Len Wiseman,Kate Beckinsale|Scott Speedman|Michael Sheen
9707,Don Coscarelli,Bruce Campbell|Ossie Davis|Ella Joyce
24488,Olivier Assayas,Connie Nielsen|Charles Berling|Chloë Sevigny
36791,Michael Winterbottom,Jamal Udin Torabi|Enayatullah|Imran Paracha
17614,Eytan Fox,Ohad Knoller|Yehuda Levi|Asi Cohen
7288,Danny DeVito,Ben Stiller|Drew Barrymore|Eileen Essell
10159,Peter Berg,Dwayne Johnson|Seann William Scott|Rosario Dawson
10934,Audrey Wells,Diane Lane|Sandra Oh|Lindsay Duncan
5653,Eric Till,Joseph Fiennes|Jonathan Firth|Claire Cox
321,Émile Gaudreault,Luke Kirby|Ginette Reno|Paul Sorvino
20,Isabel Coixet,Sarah Polley|Amanda Plummer|Scott Speedman
18113,David Hillenbrand,Tatyana Ali|Boti Bliss|Gable Carr
5168,Nicolas Philibert,Olivier|Guillaume|Johan
9662,Sylvain Chomet,Béatrice Bonifassi|Lina Boudreau|Michèle Caucheteux
837,David Cronenberg,James Woods|Sonja Smits|Deborah Harry
19666,Ashutosh Gowariker,Aamir Khan|Gracy Singh|Rachel Shelley
821,Stanley Kramer,Spencer Tracy|Burt Lancaster|Richard Widmark
37672,Robert Mulligan,Alan Alda|Ellen Burstyn|Ivan Bonar
1358,Errol Morris,Stephen Hawking|Isobel Hawking|Janet Humphrey
11475,Aki Kaurismäki,Matti Pellonpää|Kari Väänänen|Sakke Järvenpää
776,Jean Renoir,Nora Gregor|Paulette Dubost|Mila Parély
16563,Stanley Donen,Howard Keel|Jeff Richards|Russ Tamblyn
11703,Hector Babenco,William Hurt|Raúl Juliá|Sônia Braga
891,Alan J. Pakula,Robert Redford|Dustin Hoffman|Jack Warden
83714,Martha Coolidge,Geena Davis|Stephen Rea|James Gandolfini
10881,Mamoru Oshii,Małgorzata Foremniak|Władysław Kowalski|Jerzy Gudejko
11832,Gabriel Axel,Ghita Nørby|Stéphane Audran|Bodil Kjer
11806,Brian Levant,Charles Grodin|Bonnie Hunt|Dean Jones
10438,Rod Daniel,Charles Grodin|Bonnie Hunt|Nicholle Tom
650,John Singleton,Laurence Fishburne|Cuba Gooding Jr.|Ice Cube
10337,Barry Levinson,Warren Beatty|Annette Bening|Harvey Keitel
8446,Alan Parker,Scott Baio|Jodie Foster|Florrie Dugger
9874,George P. Cosmatos,Sylvester Stallone|Brigitte Nielsen|Reni Santoni
29161,Dario Argento,Jennifer Connelly|Donald Pleasence|Daria Nicolodi
49291,Tsui Hark,Nicholas Tse|Wu Bai|Anthony Wong
4543,Terry Gilliam,Terry Gilliam|Graham Chapman|John Cleese
11046,Brian G. Hutton,Richard Burton|Clint Eastwood|Mary Ure
7442,Joseph Ruben,Julia Roberts|Patrick Bergin|Kevin Anderson
14425,Hart Bochner,Jeremy Piven|Chris Young|David Spade
6723,Clint Eastwood,Clint Eastwood|Charlie Sheen|Raúl Juliá
13343,Alan Rafkin,Don Knotts|Joan Staley|Liam Redmond
16969,Richard Benjamin,Clint Eastwood|Burt Reynolds|Jane Alexander
13339,Phil Joanou,Casey Siemaszko|Annie Ryan|Richard Tyson
25237,Elem Klimov,Aleksei Kravchenko|Olga Mironova|Liubomiras Laucevicius
9871,John Fawcett,Emily Perkins|Katharine Isabelle|Kris Lemche
71940,Maggie Greenwald,Suzy Amis|Bo Hopkins|Ian McKellen
20238,Alan Rafkin,Don Knotts|Barbara Rhoades|Jackie Coogan
33783,Adam Bernstein,Julia Sweeney|Dave Foley|Charles Rocket
163549,John Trent,Ernest Borgnine|Michael J. Pollard|Hollis McLaren
47898,Allan Moyle,Penelope Ann Miller|Eric Thal|Alfre Woodard
19171,David Miller,Joan Crawford|Jack Palance|Gloria Grahame
11364,Mike Nichols,Harrison Ford|Annette Bening|Bill Nunn
39916,Luigi Cozzi,Ian McCulloch|Louise Marleau|Marino Masé
32082,Arthur Hiller,George C. Scott|Diana Rigg|Richard Dysart
12772,Richard Pearce,Steve Martin|Debra Winger|Lolita Davidovich
47866,Allison Anders,Brooke Adams|Ione Skye|Fairuza Balk
18900,Richard Brooks,Robert Blake|Scott Wilson|John Forsythe
3087,Michael Curtiz,James Cagney|Joan Leslie|Walter Huston
14282,Yoshiaki Kawajiri,Kouichi Yamadera|Emi Shinohara|Takeshi Aono
11502,Roman Polanski,Leon Niemczyk|Jolanta Umecka|Zygmunt Malanowicz
2116,Carl Franklin,Denzel Washington|Eva Mendes|Sanaa Lathan
1584,Richard Linklater,Jack Black|Joan Cusack|Mike White
28236,David Leland,Eric Clapton|Jeff Lynne|Ravi Shankar
2056,Tom McCarthy,Peter Dinklage|Patricia Clarkson|Bobby Cannavale
4997,James Cox,Val Kilmer|Dylan McDermott|Kate Bosworth
8439,José Padilha,Yvonne Bezerra de Mello|Sandro do Nascimento|Rodrigo Pimentel
322,Clint Eastwood,Sean Penn|Tim Robbins|Kevin Bacon
11059,Uwe Boll,Jonathan Cherry|Tyron Leitso|Clint Howard
11775,Joel Coen,George Clooney|Catherine Zeta-Jones|Edward Herrmann
24,Quentin Tarantino,Uma Thurman|Lucy Liu|Vivica A. Fox
54973,Mark Decena,John Livingston|Sabrina Lloyd|Bruno Campos
21059,Richard Day,Jack Plotnick|Clinton Leupp|Jeffery Roberson
11329,Gary Fleder,John Cusack|Gene Hackman|Dustin Hoffman
9373,Marcus Nispel,Jessica Biel|Jonathan Tucker|Erica Leerhsen
1550,Peter Hedges,Katie Holmes|Derek Luke|Patricia Clarkson
28200,Christine Jeffs,Gwyneth Paltrow|Daniel Craig|Jared Harris
10629,Joel Schumacher,Cate Blanchett|Gerard McSorley|Ciarán Hinds
10944,Jane Campion,Meg Ryan|Mark Ruffalo|Jennifer Jason Leigh
13920,Mike Tollin,Cuba Gooding Jr.|Ed Harris|Alfre Woodard
4256,David Zucker,Pamela Anderson|Jenny McCarthy|Marny Eng
10009,Aaron Blaise,Joaquin Phoenix|Jeremy Suarez|Jason Raize
1807,Gus Van Sant,Alex Frost|Eric Deulen|John Robinson
30141,Keith Gordon,Robert Downey Jr.|Robin Wright|Mel Gibson
10536,Peter Collinson,Michael Caine|Noël Coward|Benny Hill
42044,Claude Lanzmann,Simon Srebnik|Michael Podchlebnik|Motke Zaidl
1376,Ken Loach,Martin Compston|Annmarie Fulton|William Ruane
20312,Bob Gale,James Marsden|Gary Oldman|Amy Smart
64945,Christopher Cain,Emilio Estevez|Craig Sheffer|Larry B. Scott
10389,Danny Pang,Angelica Lee|Lawrence Chou|Chutcha Rujinanon
897,Satyajit Ray,Kanu Bannerjee|Karuna Bannerjee|Smaran Ghosal
11657,Jean-Pierre Melville,Alain Delon|Bourvil|Gian Maria Volonté
10922,Robert Benton,Anthony Hopkins|Nicole Kidman|Ed Harris
51707,Liz Garbus,
13537,Billy Ray,Hayden Christensen|Peter Sarsgaard|Chloë Sevigny
605,Lilly Wachowski,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss
33222,Kim Bartley,Hugo Chávez
10719,Jon Favreau,Will Ferrell|James Caan|Zooey Deschanel
1836,Marina de Van,Marina de Van|Laurent Lucas|Léa Drucker
508,Richard Curtis,Keira Knightley|Heike Makatsch|Emma Thompson
11846,Charles Shyer,Steve Martin|Diane Keaton|Kimberly Williams-Paisley
50314,Nathaniel Kahn,
8619,Peter Weir,Russell Crowe|Paul Bettany|James D'Arcy
12146,Ron Howard,Tommy Lee Jones|Cate Blanchett|Evan Rachel Wood
10588,Bo Welch,Mike Myers|Dakota Fanning|Spencer Breslin
4970,Mathieu Kassovitz,Halle Berry|Robert Downey Jr.|Charles S. Dutton
470,Alejandro González Iñárritu,Sean Penn|Naomi Watts|Benicio del Toro
11042,Denys Arcand,Rémy Girard|Stéphane Rousseau|Marie-Josée Croze
10147,Terry Zwigoff,Billy Bob Thornton|Tony Cox|Brett Kelly
10756,Rob Minkoff,Eddie Murphy|Terence Stamp|Nathaniel Parker
9562,Richard Donner,Paul Walker|Frances O'Connor|Gerard Butler
11012,Louis Malle,Jeremy Irons|Juliette Binoche|Miranda Richardson
30068,Lucy Walker,Velda Bontrager|Mark Bontrager|Dewayne Chupp
40913,Mike Newell,Miranda Richardson|Rupert Everett|Ian Holm
9556,Sam Raimi,Liam Neeson|Frances McDormand|Colin Friels
24203,Walter Lang,Spencer Tracy|Katharine Hepburn|Gig Young
9065,Lars von Trier,Jean-Marc Barr|Barbara Sukowa|Udo Kier
10168,Andrew Bergman,Marlon Brando|Matthew Broderick|Bruno Kirby
10234,Michael Haneke,Ulrich Mühe|Susanne Lothar|Arno Frisch
10952,Mario Van Peebles,Wesley Snipes|Ice-T|Allen Payne
14022,Richard Linklater,Richard Linklater|Mark James|Jerry Delony
860,John Badham,Matthew Broderick|Dabney Coleman|Ally Sheedy
48035,Carl Theodor Dreyer,Birgitte Federspiel|Henrik Malberg|Emil Hass Christensen
5000,René Clément,Brigitte Fossey|Georges Poujouly|Amédée
22744,Robert Stevenson,Orson Welles|Joan Fontaine|Margaret O'Brien
780,Carl Theodor Dreyer,Maria Falconetti|Eugene Silvain|André Berley
31510,Charles Brabin,Ramon Novarro|Francis X. Bushman|May McAvoy
234,Robert Wiene,Werner Krauss|Conrad Veidt|Friedrich Fehér
8289,Michael Apted,William Hurt|Lee Marvin|Brian Dennehy
11583,Michael Crichton,Sean Connery|Donald Sutherland|Lesley-Anne Down
11002,Hugh Hudson,Christopher Lambert|Andie MacDowell|Ralph Richardson
6472,Hugh Wilson,Nicolas Cage|Shirley MacLaine|Austin Pendleton
5143,Woody Allen,Woody Allen|Michael Caine|Mia Farrow
5227,Arthur Allan Seidelman,Arnold Schwarzenegger|Deborah Loomis|Taina Elg
8010,Russell Mulcahy,Christopher Lambert|Sean Connery|Virginia Madsen
10410,Danny DeVito,Jack Nicholson|Danny DeVito|Armand Assante
10407,Frank Oz,Steve Martin|Goldie Hawn|Dana Delany
9292,Michael Lehmann,Bruce Willis|Danny Aiello|Andie MacDowell
11850,Philip Kaufman,Donald Sutherland|Brooke Adams|Leonard Nimoy
48745,Bernt Amadeus Capra,Liv Ullmann|Sam Waterston|John Heard
2297,Steven Soderbergh,Jeremy Irons|Theresa Russell|Armin Mueller-Stahl
951,Ivan Reitman,Arnold Schwarzenegger|Penelope Ann Miller|Pamela Reed
10804,David S. Ward,John Goodman|Peter O'Toole|John Hurt
9319,Tony Scott,Bruce Willis|Damon Wayans|Chelsea Field
1643,Bernardo Bertolucci,Marlon Brando|Maria Schneider|Jean-Pierre Léaud
2007,George Miller,Susan Sarandon|Nick Nolte|Peter Ustinov
10995,Jean-Jacques Annaud,Jane March|Tony Leung Ka-Fai|Frédérique Meininger
8047,Pedro Almodóvar,Assumpta Serna|Antonio Banderas|Nacho Martínez
2612,James Orr,Jim Belushi|Michael Caine|Linda Hamilton
3112,Charles Laughton,Robert Mitchum|Shelley Winters|Billy Chapin
1825,Menahem Golan,Sylvester Stallone|Robert Loggia|Rick Zumwalt
10538,Kevin Hooks,Wesley Snipes|Bruce Payne|Tom Sizemore
11092,Alan J. Pakula,Harrison Ford|Brian Dennehy|Raúl Juliá
14904,Jocelyn Moorhouse,Hugo Weaving|Russell Crowe|Geneviève Picot
3176,Kinji Fukasaku,Takeshi Kitano|Tsuyako Kinoshita|Eri Ishikawa
9261,Ang Lee,Kuei Ya-Lei|Sihung Lung|May Chin
5336,Pier Paolo Pasolini,Paolo Bonacelli|Giorgio Cataldi|Umberto Paolo Quintavalle
23908,Keith Gordon,Peter Berg|Kevin Dillon|Arye Gross
14671,Carl Reiner,Mark Harmon|Kirstie Alley|Courtney Thorne-Smith
11509,Lawrence Kasdan,Kevin Kline|Scott Glenn|Kevin Costner
10729,Bill Murray,Bill Murray|Geena Davis|Randy Quaid
29437,David Cronenberg,Marilyn Chambers|Frank Moore|Joe Silver
11634,Lukas Moodysson,Alexandra Dahlström|Rebecka Liljeberg|Mathias Rust
11824,Rod Daniel,Michael J. Fox|James Hampton|Susan Ursitti
20067,Rodrigo García,Glenn Close|Calista Flockhart|Holly Hunter
9846,William Friedkin,William Petersen|Willem Dafoe|John Pankow
11986,Jean-Jacques Beineix,Jean-Hugues Anglade|Béatrice Dalle|Gérard Darmon
1626,Jean-Luc Godard,Anna Karina|Sady Rebbot|André S. Labarthe
483,David Lynch,Nicolas Cage|Laura Dern|Willem Dafoe
10166,Nicolas Roeg,Anjelica Huston|Mai Zetterling|Jasen Fisher
6069,George Miller,Jack Nicholson|Cher|Susan Sarandon
11676,Steve Oedekerk,Tim Robbins|Martin Lawrence|John C. McGinley
28292,Mark Sandrich,Fred Astaire|Ginger Rogers|Randolph Scott
3681,Clive Donner,Peter Sellers|Peter O'Toole|Romy Schneider
20325,George Stevens,Fred Astaire|Ginger Rogers|Victor Moore
17687,William A. Wellman,James Cagney|Jean Harlow|Edward Woods
41465,Michael Curtiz,William Powell|Irene Dunne|Elizabeth Taylor
17641,Clarence Brown,Mickey Rooney|Donald Crisp|Elizabeth Taylor
12545,Norman Jewison,Ted Neeley|Carl Anderson|Yvonne Elliman
27972,Edmund Goulding,Bette Davis|George Brent|Humphrey Bogart
898,John Frankenheimer,Burt Lancaster|Karl Malden|Thelma Ritter
2000,Werner Herzog,Klaus Kinski|Helena Rojo|Del Negro
648,Jean Cocteau,Jean Marais|Josette Day|Marcel André
618,D.W. Griffith,Lillian Gish|Mae Marsh|Henry B. Walthall
19120,Federico Fellini,Giulietta Masina|Sandra Milo|Mario Pisu
4024,Alain Resnais,Delphine Seyrig|Giorgio Albertazzi|Sacha Pitoëff
11316,Roman Polanski,Jon Finch|Francesca Annis|Martin Shaw
3089,Howard Hawks,John Wayne|Montgomery Clift|Joanne Dru
29845,John Cassavetes,Peter Falk|Gena Rowlands|Fred Draper
995,John Ford,Claire Trevor|John Wayne|Andy Devine
1594,Blake Edwards,Peter Sellers|Elke Sommer|George Sanders
32318,Buster Keaton,Buster Keaton|Kathryn McGuire|Frederick Vroom
11839,Melvin Frank,Danny Kaye|Glynis Johns|Basil Rathbone
916,Peter Yates,Steve McQueen|Robert Vaughn|Jacqueline Bisset
1976,William Wyler,Bette Davis|Henry Fonda|George Brent
31685,William Dieterle,Charles Laughton|Cedric Hardwicke|Thomas Mitchell
3062,Lloyd Bacon,Warner Baxter|Bebe Daniels|George Brent
34456,Wesley Ruggles,Mae West|Cary Grant|Gregory Ratoff
12708,Delbert Mann,Cary Grant|Doris Day|Gig Young
42045,Karel Reisz,Jessica Lange|Ed Harris|Ann Wedgeworth
11610,Herbert Ross,Woody Allen|Diane Keaton|Tony Roberts
4939,Norman Jewison,Rock Hudson|Doris Day|Tony Randall
25016,Leslie Howard,Leslie Howard|Wendy Hiller|Wilfrid Lawson
15927,David Lean,Judy Davis|Alec Guinness|Peggy Ashcroft
40423,Marcel Camus,Breno Mello|Marpessa Dawn|Marcel Camus
7857,Federico Fellini,Bruno Zanin|Armando Brancia|Pupella Maggio
79,Zhang Yimou,Jet Li|Tony Leung Chiu-Wai|Maggie Cheung
13912,Norman Z. McLeod,Groucho Marx|Harpo Marx|Chico Marx
987,Billy Wilder,Jack Lemmon|Walter Matthau|Susan Sarandon
37749,Richard Brooks,Diane Keaton|Tuesday Weld|William Atherton
30140,Thomas Riedelsheimer,Andy Goldsworthy
81,Hayao Miyazaki,Sumi Shimamoto|Ichirō Nagai|Gorō Naya
11821,Michael Caton-Jones,Michael J. Fox|Julie Warner|Barnard Hughes
10023,Tom Mankiewicz,Dan Aykroyd|Tom Hanks|Christopher Plummer
11519,Steven Spielberg,Dan Aykroyd|Ned Beatty|John Belushi
15659,Colin Higgins,Chevy Chase|Goldie Hawn|Burgess Meredith
18857,Kirk Wong,Jackie Chan|Kent Cheng|Law Kar-Ying
27425,Yasuzô Masumura,Eiji Funakoshi|Mako Midori|Noriko Sengoku
38953,David Lean,Sarah Miles|Robert Mitchum|Trevor Howard
20126,Dario Argento,David Hemmings|Daria Nicolodi|Gabriele Lavia
827,Henri-Georges Clouzot,Simone Signoret|Véra Clouzot|Paul Meurisse
11811,Mark Jones,Warwick Davis|Jennifer Aniston|Ken Olandt
25431,George Cukor,Spencer Tracy|Katharine Hepburn|Judy Holliday
17685,Philippe de Broca,Alan Bates|Geneviève Bujold|Pierre Brasseur
2742,David Cronenberg,Peter Weller|Judy Davis|Ian Holm
