movieId,tmdbId,imdb_id,title,original_title,original_language,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,genres,production_companies,production_countries,adult,status,genres_list,primary_genre,release_year
6295,24621,tt0323572,Chasing Papi,Chasing Papi,en,2003-04-16,80.0,0,6126237.0,1.251134,6.3,16.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'Fox 2000 Pictures', 'id': 711}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Romance,Comedy,2003
6296,13370,tt0310281,A Mighty Wind,A Mighty Wind,en,2003-04-16,91.0,6000000,18750246.0,4.672036,6.6,75.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]","[{'name': 'Castle Rock Entertainment', 'id': 97}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Music,Comedy,2003
6297,8326,tt0311289,Holes,Holes,en,2003-04-18,117.0,20000000,0.0,17.193267,6.7,396.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Chicago Pacific Entertainment', 'id': 2377}, {'name': 'Walden Media', 'id': 10221}, {'name': 'Phoenix Pictures', 'id': 11317}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Adventure|Family|Drama|Comedy,Adventure,2003
6298,13411,tt0328099,Malibu's Most Wanted,Malibu's Most Wanted,en,2003-04-10,86.0,0,0.0,4.025079,4.7,77.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Karz Entertainment', 'id': 4194}, {'name': 'Big Ticket Productions', 'id': 4195}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Crime,Comedy,2003
6299,11516,tt0301727,Winged Migration,Le peuple migrateur,fr,2001-12-12,98.0,35866397,20217080.0,3.68993,7.1,50.0,"[{'id': 99, 'name': 'Documentary'}]","[{'name': 'Bac Films', 'id': 208}, {'name': 'Pandora Filmproduktion', 'id': 254}, {'name': 'Procirep', 'id': 311}, {'name': 'Galatée Films', 'id': 793}, {'name': 'Eurimages', 'id': 850}, {'name': 'Canal+', 'id': 5358}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Télévision Suisse-Romande (TSR)', 'id': 8453}, {'name': 'Wanda Visión S.A.', 'id': 10046}, {'name': 'Conseil Régional de Franche-Comté', 'id': 11402}, {'name': 'Eyescreen S.r.l.', 'id': 12012}, {'name': 'France 2 Cinéma', 'id': 15671}, {'name': 'Les Productions de la Guéville', 'id': 17873}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]","[{'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",False,Released,Documentary,Documentary,2001
6300,10180,tt0236027,Flickering Lights,Blinkende lygter,da,2000-11-03,109.0,0,0.0,2.553711,7.1,49.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'M&M Productions', 'id': 1789}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}]",False,Released,Action|Comedy|Crime,Action,2000
6301,994,tt0067800,Straw Dogs,Straw Dogs,en,1971-12-29,118.0,2200000,3251794.0,6.632663,7.2,230.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]","[{'name': 'ABC Pictures', 'id': 634}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Crime|Drama|Thriller|Mystery,Crime,1971
6302,66918,tt0050177,Beginning of the End,Beginning of the End,en,1957-06-28,73.0,0,0.0,0.448948,3.9,11.0,"[{'id': 878, 'name': 'Science Fiction'}]","[{'name': 'AB-PT Pictures Corp.', 'id': 14046}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Science Fiction,Science Fiction,1957
6303,10514,tt0066769,The Andromeda Strain,The Andromeda Strain,en,1971-03-12,131.0,6500000,12376563.0,11.081253,7.0,196.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Science Fiction|Thriller,Science Fiction,1971
6305,1714,tt0060390,Fahrenheit 451,Fahrenheit 451,en,1966-09-14,112.0,0,0.0,7.630417,7.0,198.0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]","[{'name': 'Anglo Enterprises', 'id': 10326}, {'name': 'Vineyard Film Ltd.', 'id': 10327}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",False,Released,Drama|Science Fiction,Drama,1966
6306,14308,tt0327920,I Am Trying to Break Your Heart,I Am Trying to Break Your Heart,en,2002-06-21,92.0,0,0.0,0.998704,8.0,4.0,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Music|Documentary,Music,2002
6308,9930,tt0091396,Legal Eagles,Legal Eagles,en,1986-06-18,116.0,0,0.0,12.798828,5.9,53.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Mirage Enterprises', 'id': 932}, {'name': 'Northern Lights Entertainment', 'id': 8816}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Crime|Drama|Romance|Thriller,Comedy,1986
6314,12661,tt0108442,Undercover Blues,Undercover Blues,en,1993-09-10,90.0,0,12416686.0,2.614785,6.2,47.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Crime,Comedy,1993
6315,29355,tt0092214,Wildcats,Wildcats,en,1986-02-14,106.0,0,0.0,5.033047,6.2,51.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Hawn / Sylbert Movie Company', 'id': 16368}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Drama,Comedy,1986
6316,24961,tt0078504,The Wiz,The Wiz,en,1978-10-24,134.0,24000000,21049053.0,4.233081,5.8,63.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Motown Productions', 'id': 2730}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Adventure|Family|Fantasy|Music,Adventure,1978
6318,31633,tt0102411,The Marrying Man,The Marrying Man,en,1991-04-05,116.0,26000000,12454768.0,2.70816,5.0,17.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Hollywood Pictures', 'id': 915}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Action|Comedy|Romance|Thriller,Action,1991
6322,10743,tt0310910,Confidence,Confidence,en,2003-04-25,97.0,0,0.0,6.959638,6.4,127.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Cinerenta Medienbeteiligungs KG', 'id': 995}, {'name': 'Lionsgate', 'id': 1632}, {'name': 'Ignite Entertainment', 'id': 4131}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Action|Comedy|Thriller|Crime,Action,2003
6323,2832,tt0309698,Identity,Identity,en,2003-04-25,90.0,30000000,90259536.0,17.955897,7.1,1090.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Konrad Pictures', 'id': 85}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Mystery|Thriller,Mystery,2003
6327,38868,tt0342275,A Decade Under the Influence,A Decade Under the Influence,en,2003-04-25,152.0,0,0.0,0.381538,8.0,9.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 10749, 'name': 'Romance'}]",[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Documentary|Romance,Comedy,2003
6329,15098,tt0252684,Manic,Manic,en,2001-01-27,100.0,0,0.0,2.544943,7.2,32.0,"[{'id': 18, 'name': 'Drama'}]",[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Drama,Drama,2001
6331,16636,tt0334405,Spellbound,Spellbound,en,2002-11-13,97.0,0,0.0,2.445503,7.2,43.0,"[{'id': 99, 'name': 'Documentary'}]","[{'name': 'Blitz / Welch', 'id': 76719}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Documentary,Documentary,2002
6332,18736,tt0306841,The Lizzie McGuire Movie,The Lizzie McGuire Movie,en,2003-04-25,94.0,17000000,55534455.0,6.730857,5.8,292.0,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]","[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Teen Life Productions', 'id': 89603}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Family|Comedy,Family,2003
6333,36658,tt0290334,X2,X2,en,2003-04-24,133.0,110000000,407711549.0,0.913096,6.8,3572.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': ""Donners' Company"", 'id': 431}, {'name': 'Bad Hat Harry Productions', 'id': 9168}, {'name': 'Marvel Enterprises', 'id': 19551}, {'name': 'XM2 Productions', 'id': 79026}, {'name': 'XF2 Canada Productions', 'id': 79027}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Adventure|Action|Science Fiction|Thriller,Adventure,2003
6335,20689,tt0118926,The Dancer Upstairs,The Dancer Upstairs,en,2002-09-20,132.0,0,0.0,1.303136,6.8,14.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Vía Digital', 'id': 357}, {'name': 'Lolafilms S.A.', 'id': 1025}, {'name': 'Mr. Mudd Production', 'id': 2130}, {'name': 'Antena 3 Televisión', 'id': 11737}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Crime|Drama|Romance|Thriller,Crime,2002
6337,15394,tt0285861,Owning Mahowny,Owning Mahowny,en,2003-05-02,104.0,0,0.0,3.015314,6.8,37.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Alliance Atlantis Communications', 'id': 803}, {'name': 'Natural Nylon Entertainment', 'id': 804}, {'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Astral Media', 'id': 2743}, {'name': 'Canadian Film or Video Production Tax Credit (CPTC)', 'id': 8582}, {'name': 'Ontario Film and Television Tax Credit (OFTTC)', 'id': 54606}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",False,Released,Crime|Drama|Thriller,Crime,2003
6338,10708,tt0317303,Daddy Day Care,Daddy Day Care,en,2003-05-03,92.0,60000000,164433867.0,6.504927,5.6,526.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Revolution Studios', 'id': 497}, {'name': 'Davis Entertainment', 'id': 1302}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Family,Comedy,2003
6339,22016,tt0301414,Man on the Train,L'Homme du train,fr,2002-09-02,90.0,0,0.0,1.560336,6.9,25.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]","[{'name': 'Rhône-Alpes Cinéma', 'id': 1666}, {'name': 'Zoulou Films', 'id': 4722}, {'name': 'Tubedale Films', 'id': 37071}, {'name': 'FCC', 'id': 37074}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",False,Released,Crime|Drama,Crime,2002
6341,22958,tt0308878,The Shape of Things,The Shape of Things,en,2003-01-01,96.0,0,0.0,2.897666,6.4,38.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'StudioCanal', 'id': 694}, {'name': 'USA Films', 'id': 987}, {'name': 'Pretty Pictures', 'id': 8875}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Drama|Romance,Comedy,2003
6342,15850,tt0250067,The Trip,The Trip,en,2002-11-01,95.0,0,0.0,3.120644,5.4,15.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'TLA Releasing', 'id': 328}]",[],False,Released,Drama|Romance,Drama,2002
6344,10989,tt0237993,101 Reykjavik,101 Reykjavík,is,2000-05-31,88.0,0,0.0,6.565758,6.7,34.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'Zentropa Entertainments', 'id': 76}, {'name': 'Liberator Productions', 'id': 11239}, {'name': 'Filmhuset AS', 'id': 17593}, {'name': 'Troika Entertainment GmbH', 'id': 28053}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'NO', 'name': 'Norway'}]",False,Released,Drama|Comedy|Romance,Drama,2000
6345,1816,tt0088915,A Chorus Line,A Chorus Line,en,1985-12-10,113.0,0,14202899.0,3.998475,6.1,37.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","[{'name': 'Embassy Films', 'id': 40870}, {'name': 'Feuer and Martin Production, A', 'id': 67888}, {'name': 'Polygram Pictures', 'id': 67889}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Drama|Music,Drama,1985
6348,17464,tt0086999,Breakin' 2: Electric Boogaloo,Breakin' 2: Electric Boogaloo,en,1984-12-21,94.0,0,0.0,7.43009,5.1,28.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]","[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Cannon Films', 'id': 4110}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Drama|Music,Drama,1984
6349,15259,tt0086998,Breakin',Breakin',en,1984-01-10,90.0,0,0.0,2.598283,5.8,32.0,"[{'id': 10402, 'name': 'Music'}]","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Golan-Globus Productions', 'id': 13549}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Music,Music,1984
6350,10515,tt0092067,Castle in the Sky,天空の城ラピュタ,ja,1986-08-02,124.0,0,0.0,11.061551,7.8,877.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'Studio Ghibli', 'id': 10342}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",False,Released,Adventure|Fantasy|Animation|Action|Family,Adventure,1986
6355,43232,tt0050631,Les Girls,Les Girls,en,1957-01-01,114.0,0,0.0,6.636057,6.4,11.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Sol C. Siegel Productions', 'id': 14092}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Music|Romance,Comedy,1957
6356,22201,tt0050468,Gunfight at the O.K. Corral,Gunfight at the O.K. Corral,en,1957-05-30,122.0,0,11750000.0,10.460298,6.9,64.0,"[{'id': 37, 'name': 'Western'}]","[{'name': 'Wallis-Hazen', 'id': 87385}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Western,Western,1957
6357,11424,tt0049314,High Society,High Society,en,1956-07-17,111.0,2000000,0.0,4.534136,7.2,48.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Drama|Music|Romance,Comedy,1956
6358,34857,tt0045963,Kiss Me Kate,Kiss Me Kate,en,1953-11-26,109.0,0,0.0,12.325805,6.8,24.0,"[{'id': 10402, 'name': 'Music'}]","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Music,Music,1953
6365,604,tt0234215,The Matrix Reloaded,The Matrix Reloaded,en,2003-05-15,138.0,150000000,738599701.0,16.229317,6.7,3500.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]","[{'name': 'Village Roadshow Pictures', 'id': 79}, {'name': 'NPV Entertainment', 'id': 172}, {'name': 'Heineken Branded Entertainment', 'id': 375}, {'name': 'Silver Pictures', 'id': 1885}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Adventure|Action|Thriller|Science Fiction,Adventure,2003
6367,10720,tt0309530,Down with Love,Down with Love,en,2003-05-08,101.0,35000000,20298207.0,9.392508,6.1,202.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Fox 2000 Pictures', 'id': 711}, {'name': 'Epsilon Motion Pictures', 'id': 1171}, {'name': 'Mediastream Dritte Film', 'id': 2522}, {'name': 'Jinks/Cohen Company', 'id': 2721}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Action|Comedy|Romance|Thriller,Action,2003
6368,51230,tt0281724,Cinemania,Cinemania,en,2002-07-06,79.0,0,0.0,0.446688,7.1,10.0,"[{'id': 99, 'name': 'Documentary'}]","[{'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Bayerischer Rundfunk (BR)', 'id': 7333}, {'name': 'Hanfgarn & Ufer Film und TV Produktion', 'id': 24283}, {'name': 'Loop Filmworks', 'id': 62350}, {'name': 'Winstar Film + Video', 'id': 62351}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",False,Released,Documentary,Documentary,2002
6369,23423,tt0206762,Friends and Family,Friends and Family,en,2001-06-17,87.0,0,0.0,0.592235,4.3,7.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",[],[],False,Released,Action|Comedy,Action,2001
6370,1555,tt0283900,The Spanish Apartment,L'Auberge espagnole,fr,2002-05-17,122.0,5300000,3897799.0,5.94395,7.0,276.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'Mate Producciones S.A.', 'id': 732}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",False,Released,Drama|Comedy|Romance,Drama,2002
6373,310,tt0315327,Bruce Almighty,Bruce Almighty,en,2003-05-23,101.0,80000000,484572835.0,15.947524,6.4,3121.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]","[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Shady Acres Entertainment', 'id': 159}, {'name': 'Pit Bull Productions', 'id': 160}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Fantasy|Comedy,Fantasy,2003
6375,30055,tt0304081,Gigantic (A Tale Of Two Johns),Gigantic (A Tale Of Two Johns),en,2002-01-01,102.0,0,0.0,0.423356,8.0,2.0,"[{'id': 99, 'name': 'Documentary'}]",[],[],False,Released,Documentary,Documentary,2002
6377,12,tt0266543,Finding Nemo,Finding Nemo,en,2003-05-30,100.0,94000000,940335536.0,25.497794,7.6,6292.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","[{'name': 'Pixar Animation Studios', 'id': 3}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Animation|Family,Animation,2003
6378,9654,tt0317740,The Italian Job,The Italian Job,en,2003-05-30,110.0,60000000,176070171.0,13.995044,6.6,1949.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'De Line Pictures', 'id': 2609}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Action|Crime,Action,2003
6379,9902,tt0295700,Wrong Turn,Wrong Turn,en,2003-05-30,84.0,12600000,28650575.0,14.079718,6.0,652.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Summit Entertainment', 'id': 491}, {'name': 'Newmarket Capital Group', 'id': 506}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'Constantin Film Produktion', 'id': 5755}, {'name': 'Stan Winston Studio', 'id': 24211}, {'name': 'Media Cooperation One', 'id': 24212}, {'name': 'DCP Wrong Turn Productions', 'id': 53350}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Horror|Thriller,Horror,2003
6380,2260,tt0342172,Capturing the Friedmans,Capturing the Friedmans,en,2003-05-30,107.0,0,3117985.0,4.453296,7.4,112.0,"[{'id': 99, 'name': 'Documentary'}]",[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Documentary,Documentary,2003
6383,584,tt0322259,2 Fast 2 Furious,2 Fast 2 Furious,en,2003-06-05,107.0,76000000,236350661.0,2.32462,6.2,2087.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Mikona Productions GmbH & Co. KG', 'id': 24}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Original Film', 'id': 333}, {'name': 'Ardustry Entertainment', 'id': 26281}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Action|Crime|Thriller,Action,2003
6384,39125,tt0263671,Love the Hard Way,Love the Hard Way,en,2003-03-27,0.0,0,0.0,1.955042,7.2,8.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Vif Babelsberger Filmproduktion GmbH & Co. Dritte KG', 'id': 5756}, {'name': ""P'Artisan Filmproduktion GmbH"", 'id': 5757}, {'name': 'Daybreak Pictures Ltd.', 'id': 5758}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Romance|Drama|Crime,Romance,2003
6385,1088,tt0298228,Whale Rider,Whale Rider,en,2003-01-30,101.0,8000000,41400000.0,11.040186,7.1,114.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]","[{'name': 'South Pacific Pictures', 'id': 654}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",False,Released,Drama|Family,Drama,2003
6386,5921,tt0060748,Nevada Smith,Nevada Smith,en,1966-06-10,128.0,0,0.0,6.974375,6.9,34.0,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Solar Productions', 'id': 599}, {'name': 'Embassy Pictures', 'id': 44730}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Action|Western,Action,1966
6387,47423,tt0101020,Once a Thief,纵横四海,cn,1991-02-02,103.0,0,4303351.0,7.625338,6.7,28.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","[{'name': 'Milestone Productions', 'id': 77}, {'name': 'Golden Princess Film Production Limited', 'id': 6213}, {'name': 'John Woo Film Production', 'id': 6214}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",False,Released,Action|Comedy|Thriller|Crime,Action,1991
6390,43239,tt0050972,Silk Stockings,Silk Stockings,en,1957-07-18,117.0,0,0.0,2.690792,6.9,15.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]","[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Comedy|Music|Romance,Comedy,1957
6395,29425,tt0069895,The Crazies,The Crazies,en,1973-03-16,103.0,275000,0.0,3.739226,6.0,67.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","[{'name': 'Pittsburgh Films', 'id': 5790}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",False,Released,Action|Horror|Thriller,Action,1973
